"#";LATITUDE;LONGITUDE;NAME
648;63.317;77.3794;Yamalia-Memetsia1
649;62.6563;90.7187;Krai de Krasnoyarsk2
650;70.1652;93.2723;Krai de Krasnoyarsk3
651;68.8705;80.8526;Yamalia-Memetsia2
652;61.3795;105.263;Oblast de Irkutsk
653;60.5402;112.076;Republica_Saja_1
654;62.0045;113.254;Republica_Saja_2
655;63.058;116.094;Republica_Saja_3
656;68.3884;119.924;Republica_Saja_4
657;62.7277;124.156;Republica_Saja_5
658;65.6295;84.558;Krai_de_Krasnoyarsk_1
659;63.2366;81.3437;Yamalia-Nenetsia_1
660;65.558;80.6473;Yamalia-Nenetsia_2
661;67.067;82.2634;Yamalia-Nenetsia_3
662;65.5491;80.6294;Yamalia-Nenetsia_4
663;63.9866;68.1026;Janty-Mansi_1
664;62.9598;66.3794;Janty-Mansi_2
665;66.8884;66.6384;Yamalia-Nenetsia_5
666;62.2455;62.7544;Janty-Mansi_3
667;41.1741;81.3526;Aksu
668;40.9152;86.4241;China_Desert3
669;31.1563;92.9598;Nagqu
670;28.8081;109.87;Wuxizuo
671;25.5491;107.085;Shanjiao
672;50.4241;111.138;Chita_1
673;50.3438;114.603;Chita_2
674;69.0402;115.71;Yamalia-Nenetsia_5
675;72.6384;115.522;Republica_Saja_6
676;67.2723;111.62;Republica_Saja_7
677;70.9955;107.531;Krai_de_Krasnoyarsk_2
678;71.0938;134.978;Republica_Saja_8
679;69.317;133.781;Republica_Saja_9
680;70.2991;130.853;Republica_Saja_10
681;67.2634;137.219;Republica_Saja_11
682;69.7277;139.54;Republica_Saja_12
683;66.9241;162.379;Chukotka_2
684;66.0402;168.013;Chukotka_3
685;68.0848;172.862;Chukotka_4
686;66.5134;165.719;Chukotka_5
687;66.9152;162.049;Chukotka_6
688;66.8438;158.174;Chukotka_7
689;51.7634;125.031;Daxing angling_1
690;43.067;127.46;Jilin_1
691;41.8973;127.558;Jilin_2
692;47.2277;128.71;Yichun_1
693;49.0134;127.737;Yichun_2
694;51.5848;124.817;Daxing angling_2
695;-50.6473;-71.1741;Santa Cruz
696;-52.1205;-70.3706;Magallanes
697;-31.9777;148.96;Goonoo State Forest
698;-26.3705;150.54;Barakuyla
699;-29.9687;149.129;Nowley
700;-27.0491;146.879;Boatmat
701;42.9509;104.87;Omnogobi_1
702;43.1384;101.629;Omnogobi_2
703;43.8973;99.6026;Omnogobi_3
704;45.6116;89.7455;Sinkiang_1
705;45.442;87.7276;Sinkiang_2
706;45.2545;72.0223;Zhambyl_1
707;45.9688;69.5759;Zhambyl_2
708;44.3348;61.7455;Kyzylorda_1
709;46.1384;64.0848;Kyzylorda_2
710;41.8527;127.683;Jilin_3
711;27.5402;63.0759;Pakistan_1
712;25.2991;61.9776;Pakistan_2
713;19.3527;22.8437;Chad_1
714;18.3795;18.7187;Chad_2
715;7.37055;25.0312;Mbomou
716;8.17412;14.7276;Bouba Ndjida NP
717;-11.0044;16.2901;Bie
718;-8.63838;27.5312;Katanga_1
719;-10.6294;23.9776;Katanga_2
720;-26.2848;31.8847;Hlane NP
721;63.5848;115.71;Republica_Saja_12
722;63.7902;115.478;Republica_Saja_13
723;62.433;130.638;Yakutsk
724;59.8438;133.228;Republica_Saja_14
725;60.0223;135.799;Republica_Saja_15
